"","SMILE","Activity"
"V1570","CC1=C(C=C(C=C1)O)CCC2C3CCC(C3(CCC2=O)C)C(C)CCC(=C)C(C)C",3.685741739
"V1572","CC1=C2C(=CC(=C1O)O)OC3=CC(=CC(=C3C2=O)O)O",2.903089987
"V1573","CC1=C(C=C(C=C1)O)CCC2C3CC(C(C3(CCC2=O)C)C(C)CCCC(C)C)O",5
"V1574","CC1=C(C=C(C=C1)O)CCC2C3CCC(C3(CCC2=O)C)C(C)CCCC(C)C",3.778874472
"V1575","CC1=C(C=C(C=C1)O)CCC2C(CCC3(C2CC(C3C(C)CCCC(C)C)O)C)O",5
"V1576","CC1=CC(=CC2=C1C(=O)C3=C(C=C(C=C3O2)O)O)O",4.068185862
"V1577","CC1=C(C=C(C=C1)O)CCC2C3CCC(C3(CCC2O)C)C(C)CCC(=C)C(C)C",5
"V1578","CC1=C(C=C(C=C1)O)CCC2C3CCC(C3(CCC2O)C)C(C)CCCC(C)C",3.638489257
"V1579","CC1=C(C=C(C=C1)O)CCC2C3CCC(C3(CCC2=O)C)C(C)C=CCC(C)C",3.662757832
"V1581","COC1=CC=C(C=C1)C2=C(C(=O)N=N2)NNC3=CN=CC=C3",3.531478917
"V1582","COC1=CC=C(C=C1)C2=C(C(=O)N=N2)NNC3=CC(=CC=C3)OC",3.255272505
"V1583","CC(C)COC(=O)NC1=CC=C(C=C1)C2=C(N3C(=C(C=N3)C4=CC=C(C=C4)N5CCN(CC5)C)N=C2)N",3.626648268
"V1584","COC1=C(C=NC=C1)C2=C(C(=O)N=N2)NNC3=CC=CC=C3",3
"V1585","CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)OC3=C(C=CC=N3)C4=NC(=NC=C4)NC",3.514547753
"V1589","CN(C)CC1=CC(=C(C=C1)OC)NC2=NC=CC(=N2)C3=C(N=C4N3C=CS4)C5=CC(=CC=C5)NC(=O)CC6=CC=CC=C6",3.199999125
"V1590","CN(C)C1=C(C=C(C=C1)C2=C(N3C=CSC3=N2)C4=NC(=NC=C4)NC5=CC=CC(=C5)N6CCOCC6)NC(=O)CC7=CC=CC=C7",2.099991234
"V1591","C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O",3.400000617
"V1593","CN(C)C1=C(C=C(C=C1)C2=C(N3C=CSC3=N2)C4=NC(=NC=C4)NC5=CC=CC(=C5)N6CCOCC6)NC(=O)C7=CC=CC=C7",2.600003087
"V1594","C1CCC(C(C1)N)NC2=NC(=C(C=C2)C(=O)N)NC3=CC(=CC=C3)Cl",3.400000617
"V1595","CC1=CC=CC=C1NC2=NC=CC(=N2)C3=C(N=C4N3C=CS4)C5=CC(=CC=C5)NC(=O)C6=CC=CC=C6",1.700011062
"V1597","CN(C)CC1=CC(=C(C=C1)OC)NC2=NC=CC(=N2)C3=C(N=C4N3C=CS4)C5=CC(=CC=C5)NC(=O)C6=C(C=CC=C6F)F",3.299999496
"V1598","CC1=CC=CC=C1NC2=NC=CC(=N2)C3=C(N=C4N3C=CS4)C5=CC(=CC=C5)NC(=O)CC6=CC=CC=C6",1.400019635
"V1599","C1CC1C2=CC(=NN2)NC3=NC(=NC4=C3SC=C4)NCC5=CC=CC=C5",1.499961866
"V1600","CCOC1=C(C=C(C=C1)C2=C(N3C=CSC3=N2)C4=NC(=NC=C4)NC5=CC=CC(=C5)N6CCOCC6)NC(=O)CC7=CC=CC=C7",1.800029359
"V1601","CCC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F",3.400000617
"V1602","C1COCCN1C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=C(C(=CC=C6)NC(=O)C7=CC=CC=C7F)Cl",2.300008203
"V1603","C1C2=C(C=C(C=C2)C3=CC=C(C=C3)Cl)C(=O)N1",4.899999981
"V1604","C1COCCN1C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=C(C=C6)Cl)NC(=O)CC7=CC=CC=C7",1.2999429
"V1605","C1=CC(=NC(=C1)NC(=O)NC2=C3C=C(C=CC3=NC=C2)F)C(F)(F)F",3.400000617
"V1606","CC(C)CC1CN(CCN1)C2=NC(=C(C=C2)C(F)(F)F)C(=O)C3=C(N=CC=C3)N",3.602059991
"V1608","CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)C6CCCC6",1.301029996
"V1609","CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)OC(C(F)F)(F)F)OC3=C(C=CC=N3)C4=NC(=NC=N4)NC",3.317168089
"V1610","CCN(CC)CCOC1=CC=C(C=C1)NC2=CC(=NC=N2)NC(=O)NC3=C(C=CC=C3Cl)Cl",2.982271233
"V1611","CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=C(N=C3)NC4=CC=C(C=C4)N5CCN(CC5)C",1.380211242
"V1613","CN(C)C1CCCN(C1)C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C3=C(C=CC(=C3)C#CC4=CN=C(N=C4)N)F",3.012837225
"V1614","CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OCCCN5CCN(CC5)C)OC",2.146128036
"V1615","C1CC(CCC1NC2=NN3C(=NN=C3C4=CC(=CC=C4)C(F)(F)F)C=C2)O",3.602059991
"V1619","C1=CC=C2C(=C1)C(=CC3=C(NN=C3)C4=CC=CC=C4[N+](=O)[O-])C(=O)N2",0.886490725
"V1620","CC1=C(C(=CC=C1)C)N2C(=O)C3=CN=C(N=C3N4C2=NC5=CC=CC=C54)NC6=CC=C(C=C6)N7CCN(CC7)C",3.707570176
"V1874","C1CCC(C1)N2C=C(C3=C2N=CN=C3N)C4=CC=C(C=C4)OC5=CC=CC=C5",3.195899652
"V1899","C1CC(CC1N2C=C(C3=C2N=CN=C3N)C4=CC=C(C=C4)OC5=CC=CC=C5)O",1.929418926
"V1927","CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O",1.278753601
"V1941","C1=CC=C(C=C1)C2=CC=CC3=C2NN=C3N",4.699999971
"V1944","C1=CC=C(C=C1)CCNC(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4",3.301029996
"V1945","COC1=CC=C(C=C1)CNC(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4",2.707570176
"V1946","CCCCN(C)C(=O)C1=CC2=C(NN=C2S1)C3=CC=CC=C3",2.544068044
"V1947","C1CCC(CC1)NC(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4",2.69019608
"V1949","CN1CCN(CC1)C(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4",3.602059991
"V1950","CCN1C(=O)C(=CNC2=CC=CC=C2)SC1=C(C#N)C(=O)O",3.599999814
"V1951","C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CN4C=CN=C4C(=N3)NCC5=CC=NC=C5",1.51851394
"V1952","CC1(CC(CC(N1[O])(C)C)NC(=O)C2=CC=CC(=C2)C3=NN4C(=CC=NC4=C3)NC5=CC(=CC=C5)O)C",0.51851394
"V1953","C1COCCN1C2=NC3=C(C(=N2)NC4=CC=C(C=C4)S(=O)(=O)N)NC=N3",4
"V1954","CN1CCC(CC1)(C2=CN(C(=N2)C3=CC(=CC=C3)C(F)(F)F)C4=NC(=NC=C4)NC5CCCC5)O",4
"V1955","COC1=C(C=C2C(=C1)CC3=C2NN=C3NC4=CC(=CC=C4)F)OC",3.491361694
"V1956","CN1CCN(CC1)C2=NC3=C(C=C2)N(C(=N3)C4=CC=C(C=C4)F)C5=NC(=NC=C5)NC6CCCC6",4
"V1957","C1CCC(CC1)NC2=NC=CC(=C2)C3=C(N=C(O3)C4(CCNCC4)O)C5=CC=C(C=C5)F",3.146128036
"V1958","CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3F)OC)F)C(=NC=N2)N",3.494154594
"V1959","C1=CC=C(C(=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NCC3=CC=NC=C3",1.505149978
"V1960","CC(=O)N1CCN(CC1)C2=CN=C3C=C(C=C(C3=C2)NCC4=CC(=CC=C4)[N+](=O)[O-])C(F)(F)F",4
"V1961","CCOC(=O)C1=C2C3=CC=CC4=C3C(=CC=C4)C2=NC1=O",4
"V1963","C1CC(CCC1C2=CC=C(C=C2)NC3=NN(C(=N3)N)C4=CC=CC=N4)N5CCOCC5",1.929418926
"V1965","COC1=C(C=C(C=C1)C(=O)NCC(CO)O)C=CC2=CC=C(C=C2)Cl",4.698970004
"V1966","COC1=C(C=C(C=C1)C(=O)NCC(CO)O)C=CC2=CC=C(C=C2)Cl",4.698970004
"V1968","CN1C2=NC=CC(=C2C(=N1)N)C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)F)C(F)(F)F",0.100370545
"V1969","COC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)C(=NO2)N",0
"V1970","C1=CC(=CC(=C1)NC(=O)NC2=C(C=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F)C(F)(F)F",-0.100179498
"V1971","CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)N(N=C4N)C",1.499961866
"V1972","CN1C2=NC=CC(=C2C(=N1)N)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F",-0.199970641
"V1973","CC1=C(C=CC(=C1)NC(=O)NC2=CC(=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F)F",0.499687083
"V1974","CC1=CC(=C(C=C1)F)NC(=O)NC2=CC(=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F",1.10002573
"V1975","CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C(C=CC4=C3C(=NN4)N)F)F",0.198657087
"V1976","CC1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F",0.899820502
"V1977","CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C(C=CC4=C3C(=NN4)N)F",0.899820502
"V1978","C1=CC(=CC(=C1)Cl)NC(=O)NC2=C(C=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F",0.499687083
"V1980","CC(C1=C(C=CC(=C1Cl)F)Cl)NC(=O)C2=C(N=CC(=C2)C3=CN(N=C3)C4CCOCC4)N",4
"V1981","CC(C1=CC=CC=C1)NC2=NC=CC(=C2)C3=C(N=C(S3)C4CCN(CC4)C)C5=CC=C(C=C5)F",3.230448921
"V1982","CC1=C(C=CC(=C1)S(=O)C)C2=NC(=C(N2C)C3=CC4=C(C=C3)C=C(C=C4)OC)C5=CC=NC=C5",3.176091259
"V1984","CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CN=CC4=C3C(=NN4)N",0.07568682
"V1985","CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CN=CC4=C3C(=NN4)N",-0.250695311
"V1986","CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=CC=NC4=NNC(=C34)N)F",-0.315047781
"V1987","CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C",3.089905111
"V1988","C1=CC=C2C(=C1)C=NC=C2C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4NCC5=CC=NC=C5",0.509350249
"V1989","C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N",0.9856538
"V1990","CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F",0.447891637
"V1991","C1=CC(=CC=C1C2=CC=NC3=NNC(=C23)N)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F",-0.071522901
"V1992","CN1C2=C(C(=CN=C2)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)Cl)C(=N1)N",0.431589806
"V1993","C1=CC=C(C=C1)C2=NNC3=C2OC4=CC=CC=C43",4
"V1994","CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)ON=C4N)C",0.450844461
"V1995","CC1=C(C(=CC=C1)C)C2=CC(=C3C(=C2)N=NC(=N3)NC4=CC=C(C=C4)OCCN5CCCC5)C",2.746240505
"V1998","COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)F)Cl)F)NC(=O)C4CCCN4C(=O)C=C",2.77815125
"V1999","COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=CC=C3)Cl)F)NC(=O)C4CCCN4C(=O)C=C",3.113943352
"V2001","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3",3.750392586
"V2002","C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.C(CC(=O)O)C(=O)O",1.568201724
"V2003","C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)Cl)NCC3=CC=NC=C3",1.15490196
"V2004","CCN1CCOCCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCOCC1)C6=CC=CC=C65)C(=O)NC4=O",3.149219113
"V2006","CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCOCC5",4.477121255
"V2008","C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCO",1.922149101
"V2009","C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCCO",1.799684954
"V2010","C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCC4=CN=CC=C4",1.880413215
"V2011","CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C",2.178967424
"V2012","CN(C)CCNC1=CN=CC(=C1)C2=CN=CC(=N2)NC3=CC(=CC=C3)Cl",2.020588729
"V2013","C1=CC(=CC(=C1)Cl)NC2=NC=NC(=N2)C3=CC(=NC=C3)NCCCO",3.544068044
"V2014","CC(C)C1=C2C(=NC=NN2C=C1C3=NN=C(O3)C(F)F)NC4=C(C=C(C(=C4)C(=O)NOC)F)F",1.755874856
"V2015","CC(C)C1=C2C(=NC=NN2C=C1NC(=O)OCCCS(=O)(=O)C)NC3=C(C=C(C(=C3)C(=O)NOC)F)F",1.896195845
"V2016","CC(C)C1=C2C(=NC=NN2C=C1C3=NN=C(O3)C(F)(F)S(=O)(=O)C)NC4=C(C=C(C(=C4)C(=O)NOC)F)F",1.72427587
"V2017","CCN1CCC(CC1)NC2=CC3=C(C=C2)NC(=O)C3=C(C4=CC=C(C=C4)Cl)C5=NC=CN5",0.821726338
"V2018","C1C2=C(C=C(C=C2)CN3C=CN=C3)C4=C1C(=NN4)C5=CSC=C5",2.46686762
"V2020","CN1CCN(CC1)CC2=CC3=C(CC4=C3NN=C4C5=CSC=C5)C=C2",2.255272505
"V2021","C1=CC=C(C=C1)C2=C3C4=C(C=CC(=C4)O)OC3=NC=C2O",6
"V2023","CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC(=C(C=C4)Cl)OCC5CCCN5C",0.763205024
"V2024","C1CC2=C(N(C1)C(=O)C3CC3)SC(=C2C#N)NC(=O)C4=CC=CC5=CC=CC=C54",4
"V2025","C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N",4
"V2027","COC1=CC2=C(C=C1)NC(=O)C2=CC3=CN=CN3",2.113943352
"V2028","C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F",1.505149978
"V2031","CC1=C(SC=C1)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N",1.707570176
"V2032","CC1=C(C(=C(C=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)C)F",2.707570176
"V2033","CC1=NN=C(O1)C2=CN3C(=C2C(C)C)C(=NC=N3)NC4=C(C=C(C(=C4)C(=O)NOC)F)F",1.255272505
"V2034","CC(C)C1=C2C(=NC=NN2C=C1NC(=O)OCC3CCCO3)NC4=C(C=C(C(=C4)C(=O)NOC)F)F",1.763427994
"V2035","CC1=C(C2=C(N=CN=C2S1)N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F",1.660011221
"V2038","COC1=CC(=CC(=C1OC)OC)C2=C(CNC2=O)C3=CN(C4=CC=CC=C43)COCC5=CC=CC=C5",3.204119983
"V2039","CC1=C2C(=CC(=C1)C3CCN(CC3)CCCF)NC(=C4C(=CC=NC4=O)NCCN5C=C(C=N5)Cl)N2",2.567026366
"V2040","C1=CC=C2C(=C1)NC(=C3C=C(C=CC3=O)NC(=S)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-])S2",3.477121255
"V2041","C1=CC2=C(C(=NN2C=C1)C3=CC=C(C=C3)F)C4=CC=NC=C4",4
"V2042","C1=CC=C2C(=C1)C=C3N2C4=C(C(=O)N(C4=O)CCCSC(=N)N)N5C=CC6=C5C3=CC=C6",3.612783857
"V2043","COC1=C(C=C(C=C1)C2=C(C(=CN=C2)C#N)NC3=CC4=C(C=C3)NC=C4)OC",4
"V2046","CC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)C(C)NC3=CN=CC(=N3)Cl",0.959041392
"V2051","CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC(=CC=C2)OC3=CC=CC4=C3NC(=O)N4)C5=CC=CC=C5",2.292256071
"V2052","CC(C)(C)C1=NN(C(=C1)NC(=O)C2=CC(=CC=C2)OC3=CC=CC4=C3NC(=O)N4)C5=CC=CC=C5",3.136720567
"V2053","C1=CC(=CC(=C1)OC(F)(F)F)C(=O)NC2=CC(=C(C(=C2F)F)F)OC3=CC=CC4=C3NC(=O)N4",2.301029996
"V2078","CC1=C(C=C(C=C1)C(=O)NC2=NOC=C2)NC(=O)C3=C(N(N=C3)C4=CC=CC=C4F)N",4.698970004
"V2080","C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC(=CC=C2)OC3=NN4C=CN=C4C=C3",1.544068044
"V2081","C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=CC=N4",1.97157456
"V2082","C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=NC=N4",1.828042869
"V2083","CC1CC=CC(=O)CCCCCC2=CC(=CC(=C2C(=O)O1)O)OC",2.481421341
"V2085","COCCOCC#CC1=CC(=CS1)C2=NNC3=C2CC4=C3C=C(C=C4)CN5C=NC=N5",0.951544993
"V2087","CN1CCN(CC1)CC(=O)NC2=CC=CC3=C2CC4=C3NN=C4C5=CSC(=C5)C#CCOC6=CC=CC=C6",1
"V2088","COCC(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5",1.72427587
"V2089","COCCOCC(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5",2.431363764
"V2090","COC(=O)C(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5",1.556302501
"V2092","CN1CCN(CC1)CC2=CC3=C(C=C2)C4=C(C3)C(=NN4)C5=CSC(=C5)C#CCOC6=CC=CC=C6",1.190105621
"V2093","CCOC(=O)CC(=O)NC1=CC=CC2=C1CC3=C2NN=C3C4=CSC(=C4)C#CCOC5=CC=CC=C5",2.419955748
"V2094","CCOC(=O)C1=C2N=CC=C(N2N=C1)C3=CC(=CC=C3)NC(=O)C4=CC(=CC=C4)C(F)(F)F",4
"V2107","CC1CC=CC(=O)CCCC=CC2=CC(=CC(=C2C(=O)O1)O)OC",3
"V2108","CC1CC=CC(=O)CCCCCC2=CC(=CC(=C2C(=O)O1)O)OC",2.491361694
